// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0
// command took 0.66 sec and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true /p:IntermediateOutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/obj/Release/net10.0/" /p:OutDir="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" /p:OutputPath="/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" --output "/home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0/" in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0
// command took 4.1 sec and exited with 0
// ***** Done, took 00:00:04 (4.82 sec)   *****
// Found 4 benchmarks:
//   NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
//   NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
//   NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]

// **************************
// Benchmark: NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 98e909d4-060d-4aa1-b21b-39f7296492e0.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeArrayBench.DirectPointer(N: 64)" --job ShortRun --benchmarkId 0 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

// GC:  0 0 0 448 16777216
// Threading:  0 0 16777216

// AfterAll
// Benchmark Process 281057 has exited with code 0.

Mean = 33.239 ns, StdErr = 0.067 ns (0.20%), N = 3, StdDev = 0.117 ns
Min = 33.106 ns, Q1 = 33.194 ns, Median = 33.282 ns, Q3 = 33.305 ns, Max = 33.327 ns
IQR = 0.111 ns, LowerFence = 33.028 ns, UpperFence = 33.470 ns
ConfidenceInterval = [31.108 ns; 35.369 ns] (CI 99.9%), Margin = 2.130 ns (6.41% of Mean)
Skewness = -0.32, Kurtosis = 0.67, MValue = 2

// ** Remained 3 (75.0%) benchmark(s) to run. Estimated finish 2026-05-17 19:39 (0h 0m from now) **
// **************************
// Benchmark: NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=64]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 98e909d4-060d-4aa1-b21b-39f7296492e0.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeArrayBench.NativeArray_ReadWrite(N: 64)" --job ShortRun --benchmarkId 1 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 150827.00 ns, 150.8270 us/op
WorkloadJitting  1: 1 op, 614724.00 ns, 614.7240 us/op

OverheadJitting  2: 16 op, 121337.00 ns, 7.5836 us/op
WorkloadJitting  2: 16 op, 156890.00 ns, 9.8056 us/op

WorkloadPilot    1: 16 op, 39331.00 ns, 2.4582 us/op
WorkloadPilot    2: 32 op, 93880.00 ns, 2.9338 us/op
WorkloadPilot    3: 64 op, 133590.00 ns, 2.0873 us/op
WorkloadPilot    4: 128 op, 290842.00 ns, 2.2722 us/op
WorkloadPilot    5: 256 op, 464667.00 ns, 1.8151 us/op
WorkloadPilot    6: 512 op, 833590.00 ns, 1.6281 us/op
WorkloadPilot    7: 1024 op, 1594363.00 ns, 1.5570 us/op
WorkloadPilot    8: 2048 op, 2971054.00 ns, 1.4507 us/op
WorkloadPilot    9: 4096 op, 6098528.00 ns, 1.4889 us/op
WorkloadPilot   10: 8192 op, 12232538.00 ns, 1.4932 us/op
WorkloadPilot   11: 16384 op, 24669628.00 ns, 1.5057 us/op
WorkloadPilot   12: 32768 op, 47301675.00 ns, 1.4435 us/op
WorkloadPilot   13: 65536 op, 56025466.00 ns, 854.8808 ns/op
WorkloadPilot   14: 131072 op, 11896170.00 ns, 90.7606 ns/op
WorkloadPilot   15: 262144 op, 23766550.00 ns, 90.6622 ns/op
WorkloadPilot   16: 524288 op, 47616393.00 ns, 90.8211 ns/op
WorkloadPilot   17: 1048576 op, 96599314.00 ns, 92.1243 ns/op
WorkloadPilot   18: 2097152 op, 190679308.00 ns, 90.9230 ns/op
WorkloadPilot   19: 4194304 op, 380840206.00 ns, 90.7994 ns/op
WorkloadPilot   20: 8388608 op, 765836783.00 ns, 91.2949 ns/op

OverheadWarmup   1: 8388608 op, 15205165.00 ns, 1.8126 ns/op
OverheadWarmup   2: 8388608 op, 15205982.00 ns, 1.8127 ns/op
OverheadWarmup   3: 8388608 op, 15204773.00 ns, 1.8126 ns/op
OverheadWarmup   4: 8388608 op, 15214476.00 ns, 1.8137 ns/op
OverheadWarmup   5: 8388608 op, 15204855.00 ns, 1.8126 ns/op

OverheadActual   1: 8388608 op, 15210854.00 ns, 1.8133 ns/op
OverheadActual   2: 8388608 op, 15209574.00 ns, 1.8131 ns/op
OverheadActual   3: 8388608 op, 15211389.00 ns, 1.8133 ns/op
OverheadActual   4: 8388608 op, 15210004.00 ns, 1.8132 ns/op
OverheadActual   5: 8388608 op, 15206099.00 ns, 1.8127 ns/op
OverheadActual   6: 8388608 op, 15209129.00 ns, 1.8131 ns/op
OverheadActual   7: 8388608 op, 15225781.00 ns, 1.8151 ns/op
OverheadActual   8: 8388608 op, 15200775.00 ns, 1.8121 ns/op
OverheadActual   9: 8388608 op, 15201398.00 ns, 1.8121 ns/op
OverheadActual  10: 8388608 op, 15201250.00 ns, 1.8121 ns/op
OverheadActual  11: 8388608 op, 15198244.00 ns, 1.8118 ns/op
OverheadActual  12: 8388608 op, 15199529.00 ns, 1.8119 ns/op
OverheadActual  13: 8388608 op, 15204068.00 ns, 1.8125 ns/op
OverheadActual  14: 8388608 op, 15213816.00 ns, 1.8136 ns/op
OverheadActual  15: 8388608 op, 12602610.00 ns, 1.5023 ns/op
OverheadActual  16: 8388608 op, 12251071.00 ns, 1.4604 ns/op
OverheadActual  17: 8388608 op, 12256241.00 ns, 1.4611 ns/op
OverheadActual  18: 8388608 op, 12252916.00 ns, 1.4607 ns/op
OverheadActual  19: 8388608 op, 12249381.00 ns, 1.4602 ns/op
OverheadActual  20: 8388608 op, 12248761.00 ns, 1.4602 ns/op

WorkloadWarmup   1: 8388608 op, 761317205.00 ns, 90.7561 ns/op
WorkloadWarmup   2: 8388608 op, 767774253.00 ns, 91.5258 ns/op
WorkloadWarmup   3: 8388608 op, 767716061.00 ns, 91.5189 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 766203465.00 ns, 91.3386 ns/op
WorkloadActual   2: 8388608 op, 761721454.00 ns, 90.8043 ns/op
WorkloadActual   3: 8388608 op, 759975655.00 ns, 90.5962 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 751002141.00 ns, 89.5264 ns/op
WorkloadResult   2: 8388608 op, 746520130.00 ns, 88.9921 ns/op
WorkloadResult   3: 8388608 op, 744774331.00 ns, 88.7840 ns/op
// GC:  0 0 0 64 8388608
// Threading:  0 0 8388608

// AfterAll
// Benchmark Process 281082 has exited with code 0.

Mean = 89.101 ns, StdErr = 0.221 ns (0.25%), N = 3, StdDev = 0.383 ns
Min = 88.784 ns, Q1 = 88.888 ns, Median = 88.992 ns, Q3 = 89.259 ns, Max = 89.526 ns
IQR = 0.371 ns, LowerFence = 88.331 ns, UpperFence = 89.816 ns
ConfidenceInterval = [82.114 ns; 96.088 ns] (CI 99.9%), Margin = 6.987 ns (7.84% of Mean)
Skewness = 0.26, Kurtosis = 0.67, MValue = 2

// ** Remained 2 (50.0%) benchmark(s) to run. Estimated finish 2026-05-17 19:39 (0h 0m from now) **
// **************************
// Benchmark: NativeArrayBench.DirectPointer: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 98e909d4-060d-4aa1-b21b-39f7296492e0.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeArrayBench.DirectPointer(N: 1024)" --job ShortRun --benchmarkId 2 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 137660.00 ns, 137.6600 us/op
WorkloadJitting  1: 1 op, 167911.00 ns, 167.9110 us/op

OverheadJitting  2: 16 op, 123270.00 ns, 7.7044 us/op
WorkloadJitting  2: 16 op, 491321.00 ns, 30.7076 us/op

WorkloadPilot    1: 16 op, 93900.00 ns, 5.8688 us/op
WorkloadPilot    2: 32 op, 143506.00 ns, 4.4846 us/op
WorkloadPilot    3: 64 op, 236157.00 ns, 3.6900 us/op
WorkloadPilot    4: 128 op, 434862.00 ns, 3.3974 us/op
WorkloadPilot    5: 256 op, 831334.00 ns, 3.2474 us/op
WorkloadPilot    6: 512 op, 1604628.00 ns, 3.1340 us/op
WorkloadPilot    7: 1024 op, 3208206.00 ns, 3.1330 us/op
WorkloadPilot    8: 2048 op, 6392083.00 ns, 3.1211 us/op
WorkloadPilot    9: 4096 op, 12770706.00 ns, 3.1178 us/op
WorkloadPilot   10: 8192 op, 25482748.00 ns, 3.1107 us/op
WorkloadPilot   11: 16384 op, 51359172.00 ns, 3.1347 us/op
WorkloadPilot   12: 32768 op, 54022109.00 ns, 1.6486 us/op
WorkloadPilot   13: 65536 op, 21752734.00 ns, 331.9204 ns/op
WorkloadPilot   14: 131072 op, 43465823.00 ns, 331.6179 ns/op
WorkloadPilot   15: 262144 op, 87116818.00 ns, 332.3243 ns/op
WorkloadPilot   16: 524288 op, 174006577.00 ns, 331.8912 ns/op
WorkloadPilot   17: 1048576 op, 347928823.00 ns, 331.8108 ns/op
WorkloadPilot   18: 2097152 op, 695509690.00 ns, 331.6449 ns/op

OverheadWarmup   1: 2097152 op, 4179713.00 ns, 1.9930 ns/op
OverheadWarmup   2: 2097152 op, 4175520.00 ns, 1.9910 ns/op
OverheadWarmup   3: 2097152 op, 4178855.00 ns, 1.9926 ns/op
OverheadWarmup   4: 2097152 op, 4174201.00 ns, 1.9904 ns/op
OverheadWarmup   5: 2097152 op, 4182300.00 ns, 1.9943 ns/op
OverheadWarmup   6: 2097152 op, 4171793.00 ns, 1.9893 ns/op

OverheadActual   1: 2097152 op, 4174469.00 ns, 1.9905 ns/op
OverheadActual   2: 2097152 op, 4173573.00 ns, 1.9901 ns/op
OverheadActual   3: 2097152 op, 4175838.00 ns, 1.9912 ns/op
OverheadActual   4: 2097152 op, 4178374.00 ns, 1.9924 ns/op
OverheadActual   5: 2097152 op, 4181807.00 ns, 1.9940 ns/op
OverheadActual   6: 2097152 op, 4170976.00 ns, 1.9889 ns/op
OverheadActual   7: 2097152 op, 4172425.00 ns, 1.9896 ns/op
OverheadActual   8: 2097152 op, 4170590.00 ns, 1.9887 ns/op
OverheadActual   9: 2097152 op, 4172441.00 ns, 1.9896 ns/op
OverheadActual  10: 2097152 op, 4172423.00 ns, 1.9896 ns/op
OverheadActual  11: 2097152 op, 4170293.00 ns, 1.9886 ns/op
OverheadActual  12: 2097152 op, 4171574.00 ns, 1.9892 ns/op
OverheadActual  13: 2097152 op, 4169571.00 ns, 1.9882 ns/op
OverheadActual  14: 2097152 op, 4176964.00 ns, 1.9917 ns/op
OverheadActual  15: 2097152 op, 4171176.00 ns, 1.9890 ns/op

WorkloadWarmup   1: 2097152 op, 699244159.00 ns, 333.4256 ns/op
WorkloadWarmup   2: 2097152 op, 699054998.00 ns, 333.3354 ns/op
WorkloadWarmup   3: 2097152 op, 699007823.00 ns, 333.3129 ns/op

// BeforeActualRun
WorkloadActual   1: 2097152 op, 699205274.00 ns, 333.4071 ns/op
WorkloadActual   2: 2097152 op, 724997536.00 ns, 345.7058 ns/op
WorkloadActual   3: 2097152 op, 725621507.00 ns, 346.0033 ns/op

// AfterActualRun
WorkloadResult   1: 2097152 op, 695032849.00 ns, 331.4175 ns/op
WorkloadResult   2: 2097152 op, 720825111.00 ns, 343.7162 ns/op
WorkloadResult   3: 2097152 op, 721449082.00 ns, 344.0137 ns/op
// GC:  0 0 0 64 2097152
// Threading:  0 0 2097152

// AfterAll
// Benchmark Process 281106 has exited with code 0.

Mean = 339.716 ns, StdErr = 4.150 ns (1.22%), N = 3, StdDev = 7.188 ns
Min = 331.417 ns, Q1 = 337.567 ns, Median = 343.716 ns, Q3 = 343.865 ns, Max = 344.014 ns
IQR = 6.298 ns, LowerFence = 328.120 ns, UpperFence = 353.312 ns
ConfidenceInterval = [208.578 ns; 470.853 ns] (CI 99.9%), Margin = 131.138 ns (38.60% of Mean)
Skewness = -0.38, Kurtosis = 0.67, MValue = 2

// ** Remained 1 (25.0%) benchmark(s) to run. Estimated finish 2026-05-17 19:39 (0h 0m from now) **
// **************************
// Benchmark: NativeArrayBench.NativeArray_ReadWrite: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [N=1024]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet 98e909d4-060d-4aa1-b21b-39f7296492e0.dll --anonymousPipes 120 121 --benchmarkName "IAFahim.Collections.NoDeps.Bench.NativeArrayBench.NativeArray_ReadWrite(N: 1024)" --job ShortRun --benchmarkId 3 in /home/i/GitHub/IAFahim.CS.New/bench/IAFahim.Collections.NoDeps.Bench/bin/Release/net10.0/98e909d4-060d-4aa1-b21b-39f7296492e0/bin/Release/net10.0
// Failed to set up high priority (Permission denied). In order to run benchmarks with high priority, make sure you have the right permissions.
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET 10.0.7 (10.0.726.21808), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT,AvxVnni,SERIALIZE VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 138641.00 ns, 138.6410 us/op
WorkloadJitting  1: 1 op, 546906.00 ns, 546.9060 us/op

OverheadJitting  2: 16 op, 121658.00 ns, 7.6036 us/op
WorkloadJitting  2: 16 op, 885236.00 ns, 55.3273 us/op

WorkloadPilot    1: 16 op, 222152.00 ns, 13.8845 us/op
WorkloadPilot    2: 32 op, 361499.00 ns, 11.2968 us/op
WorkloadPilot    3: 64 op, 632205.00 ns, 9.8782 us/op
WorkloadPilot    4: 128 op, 1183823.00 ns, 9.2486 us/op
WorkloadPilot    5: 256 op, 2321112.00 ns, 9.0668 us/op
WorkloadPilot    6: 512 op, 4566835.00 ns, 8.9196 us/op
WorkloadPilot    7: 1024 op, 9039949.00 ns, 8.8281 us/op
WorkloadPilot    8: 2048 op, 18094106.00 ns, 8.8350 us/op
WorkloadPilot    9: 4096 op, 36382249.00 ns, 8.8824 us/op
WorkloadPilot   10: 8192 op, 71798790.00 ns, 8.7645 us/op
WorkloadPilot   11: 16384 op, 18994091.00 ns, 1.1593 us/op
WorkloadPilot   12: 32768 op, 37575480.00 ns, 1.1467 us/op
WorkloadPilot   13: 65536 op, 74306300.00 ns, 1.1338 us/op
WorkloadPilot   14: 131072 op, 149160656.00 ns, 1.1380 us/op
WorkloadPilot   15: 262144 op, 298081455.00 ns, 1.1371 us/op
WorkloadPilot   16: 524288 op, 595358118.00 ns, 1.1356 us/op

OverheadWarmup   1: 524288 op, 1051055.00 ns, 2.0047 ns/op
OverheadWarmup   2: 524288 op, 1045497.00 ns, 1.9941 ns/op
OverheadWarmup   3: 524288 op, 1054199.00 ns, 2.0107 ns/op
OverheadWarmup   4: 524288 op, 1049201.00 ns, 2.0012 ns/op
OverheadWarmup   5: 524288 op, 1048931.00 ns, 2.0007 ns/op
OverheadWarmup   6: 524288 op, 1044415.00 ns, 1.9921 ns/op
OverheadWarmup   7: 524288 op, 1042685.00 ns, 1.9888 ns/op
